NodeID,X,Y,Z,NormalX,NormalY,NormalZ,NodalArea,Pressure_Reconstructed,Pressure_RelativeToMax,IsActivePressureNode,FX_From_KU,FY_From_KU,FZ_From_KU,KU_ForceMagnitude,FX_From_Pressure,FY_From_Pressure,FZ_From_Pressure,PressureForceMagnitude,IsFixedNode
17,30.51228461246,-3.0017662564652,0.034721747776,0.995075065019445,0.0991238551507576,-0.000276254590240178,2.60036651172309,0,0,0,1.24295080846451,-4.29569644812124,3.12604135618446,5.45619549202918,0,0,0,0,1
18,30.18077596629,-3.0146680914026,-2.4224472454579,0.967847183467688,0.0589806025390091,-0.244526313467078,2.59123470994448,0,0,0,1.62738758493646,-4.17513441331117,2.61898610239985,5.19030114014438,0,0,0,0,1
19,29.20072966945,-3.0529777509529,-4.6942255951501,0.844480164669658,-0.0366104014944958,-0.534334099587439,2.62516871169023,0,0,0,0.998661330601042,-4.88096487151851,3.96558535288616,6.36765339204803,0,0,0,0,1
20,27.429171841548,-3.1222271373552,-6.4070047766191,0.563937005418177,-0.184543773506631,-0.804933941128036,2.6588071741853,0,0,0,-0.545865516492026,-4.87120517599588,5.50018222203615,7.36740208651236,0,0,0,0,1
21,25.132412775975,-3.2120063105588,-7.327998451261,0.294920429605111,-0.342537060238066,-0.892014743468403,2.75377287122256,0,0,0,-0.462658308472108,-2.7420591679796,3.25150179900192,4.27845826671384,0,0,0,0,1
22,22.676600061344,-3.3080027648722,-7.6760487413424,0.122984081140646,-0.485386319025847,-0.865606745057205,2.78821615802886,0,0,0,0.154010729290274,-0.653457352962849,0.510595876533388,0.843465450395353,0,0,0,0,1
23,20.19267148142,-3.3434648067526,-7.7080524553956,0.0274500280510554,-0.583819592786856,-0.811419237532723,2.63246391805975,0,0,0,0.394860140263835,-0.0671373388934162,-0.326576471527502,0.516792167508582,0,0,0,0,1
24,17.70790382462,-3.3438091948009,-7.7106787615162,0.0168961596889199,-0.569600500207946,-0.821748008790179,3.26964281104191,0,0,0,0.306389436791433,0.26316581196017,-0.574044934447224,0.701896230454719,0,0,0,0,1
25,15.239038691245,-3.3438095747513,-7.9782743163925,0.104787160945694,-0.507685564556911,-0.855146197115717,2.94119804163358,0,0,0,-0.040045932427367,0.204323654194191,-0.16776383999777,0.267388366198012,0,0,0,0,1
26,12.782385645802,-3.3433284467167,-8.3524583898694,0.0919016158148299,-0.459152020143812,-0.883591260373528,2.74736681444779,0,0,0,-0.239894795284013,-0.0472452085852871,0.287945585560198,0.377748967943304,0,0,0,0,1
27,10.312744143487,-3.3435435277666,-8.6272096464507,0.0628490843291792,-0.404390029882767,-0.912424625013156,1.50731891826348,0,0,0,-0.140582479653888,-0.00977413494703181,0.150523086594545,0.206194488038714,0,0,0,0,1
28,10.312744140598,-1.0344910744893,-9.5458561690637,0.00393147572697721,-0.219522945305646,-0.97559941573524,1.82226109113194,0,0,0,-0.516706929983303,0.246182324468268,0.266323167519043,0.631284260797579,0,0,0,0,1
29,10.31274414063,1.441228007181,-9.8268722358449,-0.00299792663926069,-0.0136641001814637,-0.999902147613503,2.62195908403736,0,0,0,-0.728531350137322,0.0886391307160773,0.638378428521562,0.972698227421367,0,0,0,0,1
30,10.312744140627,3.924721513293,-9.6217578073564,-0.0118538663386085,0.158593604428199,-0.987272786258843,2.02476477796401,0,0,0,-0.358073089728981,-0.247329355222762,0.609621456062389,0.749017000631223,0,0,0,0,1
31,10.312744140383,6.308438099984,-8.9005470883921,0.0271187975722731,0.395896991890683,-0.917894407124339,2.42407408428147,0,0,0,-1.7224109331922,0.80079324988583,0.907950668006142,2.10531319935432,0,0,0,0,1
32,10.312744140625,8.445301342666,-7.6226922452179,0.0210447931458964,0.599470259273787,-0.800120319031872,2.04284205587875,0,0,0,1.5605249043421,-1.87832039072443,0.34984567522232,2.46692469762554,0,0,0,0,1
33,10.312744137179,10.19809192298,-5.8554331836703,0.0683986024463319,0.803131936092534,-0.591862082255357,2.15114510834219,0,0,0,1.40437044399505,1.61230245775736,-3.04417898333667,3.72005392996472,0,0,0,0,1
